Simulation Complete...
         65697726 function calls (65659680 primitive calls) in 72.016 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 Image.py:558(ImagePointTransform)
        4    0.000    0.000    0.000    0.000 __init__.py:620(gen_candidates)
        1    0.000    0.000    0.000    0.000 shared_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectn.py:43(SelectN)
        1    0.000    0.000    0.000    0.000 series.py:6439(_reduce)
        1    0.000    0.000    0.000    0.000 common.py:131(close)
        1    0.000    0.000    0.000    0.000 common.py:160(is_url)
        3    0.000    0.000    0.000    0.000 common.py:188(_expand_user)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:106(NpzFile)
        2    0.000    0.000    0.000    0.000 arrayprint.py:547(decorating_function)
        2    0.000    0.000    0.000    0.000 __init__.py:158(__getattr__)
        1    0.000    0.000    0.000    0.000 pathlib.py:368(_make_selector)
       34    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 normalizer.py:9(__new__)
        1    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
       11    0.000    0.000    0.000    0.000 argparse.py:666(_get_default_metavar_for_optional)
        1    0.000    0.000    0.000    0.000 timeit.py:84(Timer)
        1    0.000    0.000    0.000    0.000 packaging.py:88(PackagingMagics)
        1    0.000    0.000    0.000    0.000 request.py:1699(URLopener)
        1    0.000    0.000    0.000    0.000 module.py:66(ModuleMixin)
        1    0.000    0.000    0.000    0.000 arguments.py:284(TreeArgumentsWrapper)
        1    0.000    0.000    0.000    0.000 value.py:317(CompiledName)
        1    0.000    0.000    0.000    0.000 filters.py:76(_AbstractUsedNamesFilter)
        1    0.000    0.000    0.000    0.000 completer.py:564(SimpleCompletion)
        1    0.000    0.000    0.000    0.000 subprocess.py:17(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 pretty.py:341(RepresentationPrinter)
        2    0.000    0.000    0.000    0.000 python.py:87(fstring_rules)
        1    0.000    0.000    0.000    0.000 coloransi.py:211(set_active_scheme)
        2    0.000    0.000    0.000    0.000 importstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3985(Doc)
        1    0.000    0.000    0.000    0.000 excolors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 attrsettr.py:16(AttributeSetter)
       21    0.000    0.000    0.000    0.000 _codata.py:2121(_check_obsolete)
        1    0.000    0.000    0.000    0.000 _dcsrch.py:17(DCSRCH)
        1    0.000    0.000    0.000    0.000 _helpers.py:583(_dask_device)
        1    0.000    0.000    0.000    0.000 _adapters.py:42(_repair_headers)
        1    0.000    0.000    0.000    0.000 colorbar.py:124(_ColorbarSpine)
        1    0.000    0.000    0.000    0.000 _enums.py:17(JoinStyle)
        1    0.000    0.000    0.000    0.000 core.py:5546(Located)
        1    0.000    0.000    0.000    0.000 util.py:106(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:2119(Normalize)
        1    0.000    0.000    0.000    0.000 ExifTags.py:363(LightSource)
        1    0.000    0.000    0.000    0.000 __init__.py:351(__init__)
        2    0.000    0.000    0.000    0.000 generic.py:5620(<genexpr>)
       13    0.000    0.000    0.000    0.000 missing.py:1073(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        2    0.000    0.000    0.000    0.000 _strptime.py:88(__calc_month)
        1    0.000    0.000    0.000    0.000 numerictypes.py:622(_register_types)
        4    0.000    0.000    0.000    0.000 getlimits.py:87(_str_smallest_subnormal)
        2    0.000    0.000    0.000    0.000 argparse.py:2298(_get_nargs_pattern)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
        4    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        3    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 strdispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:219(is_package)
        1    0.000    0.000    0.000    0.000 _exceptions.py:71(_UFuncCastingError)
        6    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       10    0.000    0.000    0.000    0.000 typing.py:329(<genexpr>)
        2    0.000    0.000    0.000    0.000 contextlib.py:285(asynccontextmanager)
        1    0.000    0.000    0.000    0.000 ipapp.py:165(LocateIPythonApp)
        1    0.000    0.000    0.000    0.000 getattr_static.py:1(<module>)
        1    0.000    0.000    0.000    0.000 value.py:437(CompiledValueFilter)
        4    0.000    0.000    0.001    0.000 tokenize.py:101(_compile)
        1    0.000    0.000    0.000    0.000 cache.py:103(_NodeCacheItem)
       22    0.000    0.000    0.000    0.000 escape_sequences.py:87(<genexpr>)
        1    0.000    0.000    0.000    0.000 unix_events.py:1201(MultiLoopChildWatcher)
       11    0.000    0.000    0.000    0.000 compilerop.py:47(<genexpr>)
        1    0.000    0.000    0.000    0.000 nested_update.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:289(ConvertingMixin)
        1    0.000    0.000    0.000    0.000 handlers.py:45(BaseRotatingHandler)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1568(<listcomp>)
        1    0.000    0.000    0.000    0.000 decorator.py:65(FunctionMaker)
        1    0.000    0.000    0.000    0.000 isolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:770(GaussianKDE)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rrule.py:1112(_iterinfo)
        1    0.000    0.000    0.000    0.000 axis.py:2593(YAxis)
        1    0.000    0.000    0.000    0.000 _tight_bbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:1967(MultiCursor)
        1    0.000    0.000    0.000    0.000 collections.py:1578(LineCollection)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        8    0.000    0.000    0.000    0.000 core.py:5655(stop_on)
       22    0.000    0.000    0.000    0.000 core.py:3989(<genexpr>)
        1    0.000    0.000    0.000    0.000 deprecation.py:240(__set_name__)
        1    0.000    0.000    0.000    0.000 series.py:5155(reindex)
        1    0.000    0.000    0.000    0.000 common.py:207(validate_header_arg)
        2    0.000    0.000    0.000    0.000 generic.py:514(_validate_dtype)
        6    0.000    0.000    0.000    0.000 base.py:4443(_wrap_reindex_result)
        1    0.000    0.000    0.000    0.000 _pep440.py:45(Infinity)
       10    0.000    0.000    0.000    0.000 accessor.py:216(__init__)
        3    0.000    0.000    0.000    0.000 common.py:1581(validate_all_hashable)
        1    0.000    0.000    0.000    0.000 extras.py:1847(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:381(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 _iotools.py:228(NameValidator)
        2    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 httputil.py:689(HTTPMessageDelegate)
        1    0.000    0.000    0.000    0.000 instance.py:516(LazyInstanceClassName)
        1    0.000    0.000    0.000    0.000 tree.py:326(Scope)
        1    0.000    0.000    0.000    0.000 ssl.py:736(verify_mode)
        1    0.000    0.000    0.000    0.000 polar.py:297(ThetaLocator)
        1    0.000    0.000    0.000    0.000 figure.py:70(_AxesStack)
        1    0.000    0.000    0.000    0.000 abc.py:166(InspectLoader)
        1    0.000    0.000    0.000    0.000 scale.py:218(LogTransform)
        1    0.000    0.000    0.000    0.000 _json.py:1114(Parser)
       13    0.000    0.000    0.000    0.000 base.py:2783(_is_multi)
        1    0.000    0.000    0.000    0.000 routing.py:546(DefaultHostMatches)
        1    0.000    0.000    0.000    0.000 web.py:3288(GZipContentEncoding)
        1    0.000    0.000    0.000    0.000 mixed.py:27(MixedObject)
        1    0.000    0.000    0.000    0.000 typing.py:193(_TypingClassMixin)
        1    0.000    0.000    0.000    0.000 base_value.py:33(HelperValueMixin)
        1    0.000    0.000    0.000    0.000 flow_analysis.py:8(Status)
        1    0.000    0.000    0.000    0.000 lazy_value.py:30(LazyUnknownValue)
        1    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
       15    0.000    0.000    0.000    0.000 completer.py:751(completion_matcher)
        1    0.000    0.000    0.000    0.000 containers.py:2674(DynamicContainer)
        1    0.000    0.000    0.000    0.000 in_memory.py:12(InMemoryClipboard)
        1    0.000    0.000    0.000    0.000 enums.py:1(<module>)
        1    0.000    0.000    0.000    0.000 key_bindings.py:625(DynamicKeyBindings)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:468(HelpEnd)
        1    0.000    0.000    0.000    0.000 oinspect.py:98(<setcomp>)
        1    0.000    0.000    0.000    0.000 core.py:469(RepeatedFrames)
        1    0.000    0.000    0.000    0.000 executing.py:362(Executing)
        1    0.000    0.000    0.000    0.000 stopwatch.py:7(Stopwatch)
        1    0.000    0.000    0.000    0.000 sparsetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _interface.py:594(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 arpack.py:988(IterOpInv)
        1    0.000    0.000    0.000    0.000 pydoc.py:1861(<listcomp>)
        1    0.000    0.000    0.000    0.000 __version__.py:1(<module>)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:2695(Literal)
        2    0.000    0.000    0.000    0.000 __init__.py:247(_register_at_fork_reinit_lock)
       19    0.000    0.000    0.000    0.000 traceback.py:298(__len__)
        1    0.000    0.000    0.000    0.000 cbook.py:766(Grouper)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:365(DataFrame)
        1    0.000    0.000    0.000    0.000 resample.py:1626(_GroupByMixin)
        1    0.000    0.000    0.000    0.000 readers.py:1674(_check_file_or_buffer)
        1    0.000    0.000    0.000    0.000 blocks.py:2069(EABackedBlock)
        1    0.000    0.000    0.000    0.000 nanops.py:482(nanany)
       12    0.000    0.000    0.000    0.000 common.py:133(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:6816(__array_finalize__)
        1    0.000    0.000    0.000    0.000 dtypes.py:107(PandasExtensionDtype)
        1    0.000    0.000    0.000    0.000 sysconfig.py:161(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 _exceptions.py:98(_UFuncOutputCastingError)
        5    0.000    0.000    0.000    0.000 weakref.py:418(__len__)
       13    0.000    0.000    0.000    0.000 typing.py:1884(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:2448(<lambda>)
        2    0.000    0.000    0.000    0.000 util.py:73(find_spec)
        1    0.000    0.000    0.000    0.000 patches.py:1396(FancyArrow)
        8    0.000    0.000    0.000    0.000 unicode.py:9(__init__)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:31(ImagePalette)
        1    0.000    0.000    0.000    0.000 ticker.py:2042(MaxNLocator)
        1    0.000    0.000    0.000    0.000 extension.py:160(NDArrayBackedExtensionIndex)
        1    0.000    0.000    0.000    0.000 locale.py:485(CSVLocale)
        1    0.000    0.000    0.000    0.000 context.py:230(DefaultContext)
        1    0.000    0.000    0.000    0.000 process.py:364(_ParentProcess)
        1    0.000    0.000    0.000    0.000 stdlib.py:357(ClassMethodGet)
        1    0.000    0.000    0.000    0.000 tokenize.py:43(TokenCollection)
        1    0.000    0.000    0.000    0.000 tree.py:648(Lambda)
        1    0.000    0.000    0.000    0.000 renderer.py:329(Renderer)
        1    0.000    0.000    0.000    0.000 base.py:112(TextArea)
        1    0.000    0.000    0.000    0.000 controls.py:493(BufferControl)
        1    0.000    0.000    0.000    0.000 minicompat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:56(register_adapters_and_converters)
       23    0.000    0.000    0.000    0.000 decorators.py:56(undoc)
        1    0.000    0.000    0.000    0.000 minpack2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:30(ZMQError)
        1    0.000    0.000    0.000    0.000 __init__.py:395(Deprecated)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:286(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        1    0.000    0.000    0.000    0.000 rrule.py:1307(rruleset)
        1    0.000    0.000    0.000    0.000 core.py:230(reload_library)
        1    0.000    0.000    0.000    0.000 axis.py:32(<listcomp>)
        1    0.000    0.000    0.000    0.000 dviread.py:641(Vf)
        1    0.000    0.000    0.000    0.000 mathtext.py:37(MathTextParser)
        1    0.000    0.000    0.000    0.000 patches.py:2004(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:4517(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3270(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
        4    0.000    0.000    0.000    0.000 core.py:3930(parseImpl)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:385(PngStream)
        2    0.000    0.000    0.000    0.000 __init__.py:804(_get_backend_or_none)
        1    0.000    0.000    0.000    0.000 deprecation.py:137(finalize)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:533(OpenpyxlReader)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:94(ColumnBuffers)
        1    0.000    0.000    0.000    0.000 base_parser.py:610(_set_noconvert_dtype_columns)
        1    0.000    0.000    0.000    0.000 info.py:1046(_SeriesTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 integer.py:242(UInt16Dtype)
       12    0.000    0.000    0.000    0.000 common.py:1124(<lambda>)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 random.py:813(SystemRandom)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ufunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:2027(consume_positionals)
        1    0.000    0.000    0.000    0.000 core.py:128(Diagnostics)
        1    0.000    0.000    0.000    0.000 routing.py:563(PathMatches)
        1    0.000    0.000    0.000    0.000 iterable.py:135(ComprehensionMixin)
        1    0.000    0.000    0.000    0.000 key_bindings.py:153(KeyBindingsBase)
        1    0.000    0.000    0.000    0.000 text.py:614(DollarFormatter)
        1    0.000    0.000    0.000    0.000 _spfun_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:160(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:1649(Locator)
        1    0.000    0.000    0.000    0.000 pytables.py:4935(AppendableMultiFrameTable)
        7    0.000    0.000    0.000    0.000 typing.py:366(__init__)
        1    0.000    0.000    0.000    0.000 ioloop.py:862(PeriodicCallback)
        1    0.000    0.000    0.000    0.000 auto.py:24(AutoMagics)
       13    0.000    0.000    0.000    0.000 token.py:10(__init__)
        1    0.000    0.000    0.000    0.000 toolbars.py:72(SystemToolbar)
        1    0.000    0.000    0.000    0.000 unix_events.py:969(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl.py:618(options)
        1    0.000    0.000    0.000    0.000 displayhook.py:325(CapturingDisplayHook)
        1    0.000    0.000    0.000    0.000 display.py:512(SVG)
        1    0.000    0.000    0.000    0.000 display.py:437(FileLinks)
        1    0.000    0.000    0.000    0.000 bdb.py:655(Breakpoint)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:232(__setattr__)
        1    0.000    0.000    0.000    0.000 ultratb.py:466(ListTB)
       32    0.000    0.000    0.000    0.000 traitlets.py:3269(subclass_init)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 constants.py:299(RouterNotify)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1174(DiagBroyden)
        5    0.000    0.000    0.000    0.000 decorator.py:152(<listcomp>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1129(TextRepr)
        1    0.000    0.000    0.002    0.002 __init__.py:624(version)
        1    0.000    0.000    0.000    0.000 __init__.py:911(PathDistribution)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1071(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 offsetbox.py:597(DrawingArea)
        1    0.000    0.000    0.000    0.000 collections.py:2135(TriMesh)
        1    0.000    0.000    0.000    0.000 core.py:4281(ParseExpression)
        1    0.000    0.000    0.000    0.000 transforms.py:1156(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1882(Affine2D)
        3    0.000    0.000    0.000    0.000 rcsetup.py:591(_validate_greaterequal0_lessequal1)
        2    0.000    0.000    0.000    0.000 rcsetup.py:910(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 Image.py:3823(register_open)
        1    0.000    0.000    0.000    0.000 Image.py:4009(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 __init__.py:1140(FileHandler)
        1    0.000    0.000    0.000    0.000 xml.py:427(_EtreeFrameParser)
        1    0.000    0.000    0.000    0.000 _calamine.py:40(CalamineReader)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:121(Buffer)
        1    0.000    0.000    0.000    0.000 readers.py:1622(close)
        1    0.000    0.000    0.000    0.000 ops.py:191(Constant)
        1    0.000    0.000    0.000    0.000 common.py:1059(_IOWrapper)
        1    0.000    0.000    0.000    0.000 common.py:1186(_get_binary_io_classes)
        1    0.000    0.000    0.000    0.000 indexing.py:1215(_LocIndexer)
        1    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 inference.py:273(is_dict_like)
        1    0.000    0.000    0.000    0.000 calendar.py:560(LocaleTextCalendar)
        3    0.000    0.000    0.000    0.000 _index_tricks_impl.py:340(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1432(StructuredVoidFormat)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 typing.py:442(ClassVar)
        1    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 locks.py:53(Condition)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3774(TypeAliasType)
        1    0.000    0.000    0.000    0.000 select.py:40(<dictcomp>)
        2    0.000    0.000    0.000    0.000 _cobyla_py.py:31(synchronized)
        1    0.000    0.000    0.000    0.000 _interface.py:748(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 collections.py:2198(_MeshData)
        1    0.000    0.000    0.000    0.000 registry.py:283(<listcomp>)
        1    0.000    0.000    0.000    0.000 python_parser.py:1201(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 pathlib.py:260(compile_pattern)
        1    0.000    0.000    0.000    0.000 locale.py:521(GettextLocale)
        1    0.000    0.000    0.000    0.000 shellapp.py:116(MatplotlibBackendCaselessStrEnum)
        1    0.000    0.000    0.000    0.000 syntax_tree.py:52(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:82(Refactoring)
        1    0.000    0.000    0.000    0.000 stdlib.py:724(WrapsCallable)
        1    0.000    0.000    0.000    0.000 __init__.py:288(<listcomp>)
        1    0.000    0.000    0.000    0.000 klass.py:567(DataclassTransformer)
        1    0.000    0.000    0.000    0.000 arguments.py:167(TreeArguments)
        1    0.000    0.000    0.000    0.000 pep8.py:109(ImplicitNode)
        1    0.000    0.000    0.000    0.000 patch_stdout.py:77(StdoutProxy)
        1    0.000    0.000    0.000    0.000 completer.py:628(CompletionContext)
        1    0.000    0.000    0.000    0.000 containers.py:191(_Split)
        1    0.000    0.000    0.000    0.000 coroutines.py:18(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 lexer.py:358(_PseudoMatch)
        1    0.000    0.000    0.000    0.000 unistring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 modeline.py:1(<module>)
       18    0.000    0.000    0.000    0.000 typing_extensions.py:892(<genexpr>)
        1    0.000    0.000    0.000    0.000 geometry.py:451(TriangularMeshGeometry)
        1    0.000    0.000    0.000    0.000 _shgo.py:1532(LMapCache)
        1    0.000    0.000    0.000    0.000 sputils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constraints.py:223(Bounds)
        1    0.000    0.000    0.000    0.000 dates.py:941(rrulewrapper)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
        1    0.000    0.000    0.000    0.000 case.py:207(_AssertRaisesContext)
        5    0.000    0.000    0.000    0.000 core.py:812(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:3947(White)
        1    0.000    0.000    0.000    0.000 colors.py:563(ColorConverter)
        1    0.000    0.000    0.000    0.000 representer.py:13(BaseRepresenter)
        2    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        1    0.000    0.000    0.000    0.000 __init__.py:513(_get_xdg_cache_dir)
        3    0.000    0.000    0.000    0.000 __init__.py:722(_update_raw)
        1    0.000    0.000    0.000    0.000 __init__.py:362(YAMLObject)
        5    0.000    0.000    0.000    0.000 constructor.py:165(add_multi_constructor)
        1    0.000    0.000    0.000    0.000 _xlrd.py:25(XlrdReader)
        2    0.000    0.000    0.000    0.000 zipfile.py:1845(__del__)
        3    0.000    0.000    0.000    0.000 base.py:86(_validate_set_axis)
        1    0.000    0.000    0.000    0.000 frozen.py:24(FrozenList)
        1    0.000    0.000    0.000    0.000 accessor.py:234(SparseFrameAccessor)
        2    0.000    0.000    0.000    0.000 nanops.py:1082(_nanminmax)
        1    0.000    0.000    0.000    0.000 base.py:501(Registry)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 random.py:826(getrandbits)
        9    0.000    0.000    0.000    0.000 config.py:899(is_nonnegative_int)
        6    0.000    0.000    0.000    0.000 _methods.py:42(_amax)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 _convertions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 enum.py:1005(_high_bit)
        1    0.000    0.000    0.000    0.000 minidom.py:34(Node)
        1    0.000    0.000    0.000    0.000 patches.py:1962(Circle)
        1    0.000    0.000    0.000    0.000 resample.py:2027(TimedeltaIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 tarfile.py:574(_StreamProxy)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        1    0.000    0.000    0.000    0.000 routing.py:240(_RoutingDelegate)
        1    0.000    0.000    0.000    0.000 routing.py:311(RuleRouter)
        1    0.000    0.000    0.000    0.000 web.py:3562(_UIModuleNamespace)
        1    0.000    0.000    0.000    0.000 mixed.py:140(MixedObjectFilter)
        1    0.000    0.000    0.000    0.000 context.py:383(CompForContext)
        1    0.000    0.000    0.000    0.000 arguments.py:128(_AbstractArgumentsMixin)
        1    0.000    0.000    0.000    0.000 generics.py:47(LazyGenericManager)
       12    0.000    0.000    0.000    0.000 filters.py:368(publish_method)
        1    0.000    0.000    0.000    0.000 guarded_eval.py:323(EvaluationContext)
        1    0.000    0.000    0.000    0.000 menus.py:683(_SelectedCompletionMetaControl)
        1    0.000    0.000    0.000    0.000 buffer.py:66(CompletionState)
        1    0.000    0.000    0.000    0.000 protocols.py:109(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 python.py:678(PythonConsoleLexer)
       13    0.000    0.000    0.000    0.000 lexer.py:480(__init__)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:189(TokenTransformBase)
        2    0.000    0.000    0.000    0.000 data.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:1752(_set_default)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3020(deprecated)
       29    0.000    0.000    0.000    0.000 traitlets.py:2662(subclass_init)
        1    0.000    0.000    0.000    0.000 handlers.py:1276(BufferingHandler)
        1    0.000    0.000    0.000    0.000 garrido_brain_v00.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:74(ContextOption)
        1    0.000    0.000    0.000    0.000 _complex.py:13(Complex)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:26(HessianLinearOperator)
        1    0.000    0.000    0.000    0.000 deprecation.py:101(_DeprecationHelperStr)
        1    0.000    0.000    0.000    0.000 symbolic.py:96(ArithOp)
        1    0.000    0.000    0.000    0.000 __init__.py:723(DistributionFinder)
        1    0.000    0.000    0.000    0.000 axis3d.py:729(XAxis)
        2    0.000    0.000    0.000    0.000 __init__.py:75(register)
        1    0.000    0.000    0.000    0.000 collections.py:1967(EllipseCollection)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1193(Hlist)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1244(LocationEvent)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 core.py:5763(ZeroOrMore)
       15    0.000    0.000    0.000    0.000 results.py:539(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:1066(__init__)
        2    0.000    0.000    0.000    0.000 version.py:38(decorator)
        2    0.000    0.000    0.000    0.000 __init__.py:224(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:4422(WORMTable)
        1    0.000    0.000    0.000    0.000 sql.py:2632(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 tempfile.py:475(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 _odfreader.py:30(ODFReader)
        1    0.000    0.000    0.000    0.000 base_parser.py:880(_do_date_conversions)
        4    0.000    0.000    0.000    0.000 managers.py:1856(__init__)
        1    0.000    0.000    0.000    0.000 managers.py:2012(dtype)
       12    0.000    0.000    0.000    0.000 base.py:1183(_maybe_disallow_fill)
        1    0.000    0.000    0.000    0.000 apply.py:1235(FrameColumnApply)
        1    0.000    0.000    0.000    0.000 tz.py:482(_set_tzdata)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:501(PYFUNCTYPE)
        3    0.000    0.000    0.000    0.000 tokenize.py:321(read_or_stop)
        3    0.000    0.000    0.000    0.000 typing.py:976(__getattr__)
        1    0.000    0.000    0.000    0.000 pathlib.py:663(__eq__)
        1    0.000    0.000    0.000    0.000 filters.py:271(_BuiltinMappedMethod)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:367(DOMImplementationLS)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:105(get_default_editor)
       28    0.000    0.000    0.000    0.000 lexer.py:353(__init__)
        1    0.000    0.000    0.000    0.000 _aliases.py:152(UniqueAllResult)
        1    0.000    0.000    0.000    0.000 art3d.py:104(Text3D)
        1    0.000    0.000    0.000    0.000 ticker.py:1336(EngFormatter)
        3    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
        1    0.000    0.000    0.000    0.000 signature.py:154(SignatureWrapper)
        1    0.000    0.000    0.000    0.000 parser_cache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 instance.py:89(AbstractInstanceValue)
        1    0.000    0.000    0.000    0.000 file_io.py:61(FileIOFolderMixin)
        1    0.000    0.000    0.000    0.000 base_value.py:332(_ValueWrapperBase)
        1    0.000    0.000    0.000    0.000 names.py:566(ParamNameWrapper)
        1    0.000    0.000    0.000    0.000 tokenize.py:234(Token)
        1    0.000    0.000    0.000    0.000 diff.py:517(_NodesTreeNode)
