Simulation Complete...
         65697726 function calls (65659680 primitive calls) in 72.016 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 toolbars.py:331(CompletionsToolbar)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:526(Rejecter)
        1    0.000    0.000    0.000    0.000 prompt.py:202(CompleteStyle)
        1    0.000    0.000    0.000    0.000 processors.py:332(HighlightMatchingBracketProcessor)
        1    0.000    0.000    0.000    0.000 style.py:211(Style)
        1    0.000    0.000    0.000    0.000 deduplicate.py:12(DeduplicateCompleter)
        1    0.000    0.000    0.000    0.000 validation.py:43(Validator)
        1    0.000    0.000    0.000    0.000 hyperlink.py:61(Hyperlink)
        5    0.000    0.000    0.000    0.000 base.py:187(__init__)
        1    0.000    0.000    0.000    0.000 coloransi.py:177(__init__)
        1    0.000    0.000    0.000    0.000 handlers.py:1410(QueueHandler)
       25    0.000    0.000    0.000    0.000 transformations.py:1678(<genexpr>)
        1    0.000    0.000    0.000    0.000 constants.py:314(NormMode)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:450(SelectableGroups)
        1    0.000    0.000    0.002    0.002 __init__.py:989(version)
        1    0.000    0.000    0.000    0.000 streamplot.py:249(StreamplotSet)
        1    0.000    0.000    0.000    0.000 spines.py:529(Spines)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 image.py:1180(PcolorImage)
        1    0.000    0.000    0.000    0.000 backend_tools.py:327(RubberbandBase)
        1    0.000    0.000    0.000    0.000 colorizer.py:506(_ScalarMappable)
        3    0.000    0.000    0.000    0.000 core.py:5632(_generateDefaultName)
        1    0.000    0.000    0.001    0.001 unicode.py:70(alphas)
        3    0.000    0.000    0.000    0.000 core.py:1839(__invert__)
        3    0.000    0.000    0.000    0.000 core.py:2763(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:2516(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:2265(BlendedAffine2D)
        2    0.000    0.000    0.000    0.000 rcsetup.py:569(validate_sketch)
        1    0.000    0.000    0.000    0.000 registry.py:267(list_builtin)
        1    0.000    0.000    0.000    0.000 __init__.py:412(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:781(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:863(Handler)
        5    0.000    0.000    0.000    0.000 __init__.py:1261(append)
        1    0.000    0.000    0.000    0.000 __init__.py:1291(Manager)
        1    0.000    0.000    0.000    0.000 readers.py:2267(_extract_dialect)
        1    0.000    0.000    0.000    0.000 info.py:716(_TableBuilderAbstract)
        1    0.000    0.000    0.000    0.000 scope.py:121(Scope)
        1    0.000    0.000    0.000    0.000 zipfile.py:2264(FastLookup)
        1    0.000    0.000    0.000    0.000 rolling.py:1466(RollingAndExpandingMixin)
        1    0.000    0.000    0.000    0.000 concat.py:398(_Concatenator)
        1    0.000    0.000    0.000    0.000 frame.py:682(_constructor_sliced_from_mgr)
        1    0.000    0.000    0.000    0.000 accessor.py:19(DirNamesMixin)
        7    0.000    0.000    0.000    0.000 function.py:64(__call__)
        6    0.000    0.000    0.000    0.000 common.py:1600(<genexpr>)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 __init__.py:140(_BaseVersion)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
        2    0.000    0.000    0.000    0.000 parse.py:123(_coerce_args)
        1    0.000    0.000    0.000    0.000 pathlib.py:389(__init__)
        1    0.000    0.000    0.000    0.000 webbrowser.py:337(Elinks)
        1    0.000    0.000    0.000    0.000 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1455(PandasSQL)
        1    0.000    0.000    0.000    0.000 template.py:781(_TemplateReader)
        1    0.000    0.000    0.000    0.000 process.py:399(__init__)
        1    0.000    0.000    0.000    0.000 web.py:2090(_ApplicationRouter)
        1    0.000    0.000    0.000    0.000 concurrent.py:124(run_on_executor_decorator)
        1    0.000    0.000    0.000    0.000 django.py:281(QuerySetMethodWrapper)
        1    0.000    0.000    0.000    0.000 names.py:270(TreeNameDefinition)
        1    0.000    0.000    0.000    0.000 tree.py:992(AssertStmt)
        1    0.000    0.000    0.001    0.001 formatters.py:129(Percentage)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:212(DOMEntityResolver)
        1    0.000    0.000    0.000    0.000 validation.py:176(DynamicValidator)
        1    0.000    0.000    0.000    0.000 key_processor.py:424(KeyPressEvent)
        1    0.000    0.000    0.000    0.000 key_bindings.py:206(KeyBindings)
        1    0.000    0.000    0.000    0.000 __init__.py:871(GobbleFilter)
        3    0.000    0.000    0.000    0.000 magic.py:176(_method_magic_marker)
        1    0.000    0.000    0.000    0.000 oinspect.py:156(InspectorHookData)
        1    0.000    0.000    0.000    0.000 traitlets.py:275(link)
       23    0.000    0.000    0.000    0.000 traitlets.py:2562(subclass_init)
        1    0.000    0.000    0.000    0.000 codata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _vertex.py:9(VertexBase)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:679(IdentityVectorFunction)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:186(IterativeSubproblem)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nonlin.py:588(GenericBroyden)
       10    0.000    0.000    0.000    0.000 decorator.py:195(<genexpr>)
        1    0.000    0.000    0.000    0.000 _index.py:25(IndexMixin)
        1    0.000    0.000    0.000    0.000 pydoc.py:1161(TextDoc)
        1    0.000    0.000    0.000    0.000 _tritools.py:11(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 contour.py:58(ContourLabeler)
        1    0.000    0.000    0.000    0.000 dates.py:1785(ConciseDateConverter)
        1    0.000    0.000    0.000    0.000 axis.py:482(Ticker)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1302(MouseButton)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2756(_Mode)
        1    0.000    0.000    0.000    0.000 backend_tools.py:583(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:613(ToolForward)
        1    0.000    0.000    0.000    0.000 _enums.py:109(CapStyle)
        1    0.000    0.000    0.000    0.000 core.py:328(condition_as_parse_action)
        2    0.000    0.000    0.000    0.000 core.py:3923(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:4161(StringEnd)
        1    0.000    0.000    0.000    0.000 scale.py:479(AsinhTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:1995(_Edge_integer)
        1    0.000    0.000    0.000    0.000 transforms.py:1686(TransformWrapper)
        1    0.000    0.000    0.000    0.000 deprecation.py:237(__init__)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:24(_XlsxStyler)
        2    0.000    0.000    0.000    0.000 expr.py:128(_compose)
        3    0.000    0.000    0.000    0.000 managers.py:236(set_axis)
        6    0.000    0.000    0.000    0.000 base.py:7718(ensure_has_len)
        1    0.000    0.000    0.000    0.000 apply.py:1134(FrameRowApply)
        1    0.000    0.000    0.000    0.000 core.py:937(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 accessors.py:36(ArrowAccessor)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        7    0.000    0.000    0.000    0.000 getlimits.py:160(_register_type)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:800(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 threading.py:1493(_register_atexit)
        1    0.000    0.000    0.000    0.000 experiment_assets.py:9(Experiment)
        3    0.000    0.000    0.000    0.000 typing.py:1164(__or__)
        7    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 httpclient.py:59(HTTPClient)
        1    0.000    0.000    0.000    0.000 klass.py:607(DataclassWrapper)
        1    0.000    0.000    0.000    0.000 processors.py:964(_MergedProcessor)
        1    0.000    0.000    0.000    0.000 table_term_programs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        4    0.000    0.000    0.000    0.000 coloransi.py:205(add_scheme)
        1    0.000    0.000    0.000    0.000 patches.py:664(Shadow)
        1    0.000    0.000    0.000    0.000 cyaml.py:37(CUnsafeLoader)
        1    0.000    0.000    0.000    0.000 zipfile.py:2288(Path)
        4    0.000    0.000    0.000    0.000 __init__.py:167(__ge__)
        1    0.000    0.000    0.000    0.000 http1connection.py:707(_GzipMessageDelegate)
        1    0.000    0.000    0.000    0.000 netutil.py:501(ThreadedResolver)
        1    0.000    0.000    0.000    0.000 netutil.py:540(OverrideResolver)
        1    0.000    0.000    0.000    0.000 ptutils.py:93(IPythonPTCompleter)
        1    0.000    0.000    0.000    0.000 pep8.py:152(PEP8Normalizer)
       10    0.000    0.000    0.000    0.000 cache.py:52(inference_state_function_cache)
        1    0.000    0.000    0.000    0.000 value.py:416(CompiledValueName)
        1    0.000    0.000    0.000    0.000 guarded_eval.py:434(_Duck)
        1    0.000    0.000    0.000    0.000 completer.py:918(CompletionSplitter)
        1    0.000    0.000    0.000    0.000 containers.py:173(VerticalAlign)
        1    0.000    0.000    0.000    0.000 utils.py:17(_ExplodedList)
        1    0.000    0.000    0.000    0.000 _registry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logger.py:30(Logger)
        1    0.000    0.000    0.000    0.000 loader.py:64(ArgumentParser)
        1    0.000    0.000    0.000    0.000 ckdtree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rotation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:931(locate_file)
        3    0.000    0.000    0.000    0.000 message.py:594(get_content_maintype)
        3    0.000    0.000    0.000    0.000 legend_handler.py:433(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:915(Barbs)
        1    0.000    0.000    0.000    0.000 container.py:77(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 _base.py:204(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 _enums.py:105(<listcomp>)
        4    0.000    0.000    0.000    0.000 core.py:5794(_generateDefaultName)
        2    0.000    0.000    0.000    0.000 core.py:4433(_setResultsName)
        1    0.000    0.000    0.000    0.000 ticker.py:1062(LogFormatterExponent)
        5    0.000    0.000    0.000    0.000 rcsetup.py:583(_validate_greaterthan_minushalf)
        1    0.000    0.000    0.000    0.000 colors.py:2445(CenteredNorm)
        1    0.000    0.000    0.000    0.000 Image.py:127(Transpose)
        1    0.000    0.000    0.000    0.000 nodes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:25(DlpackDeviceType)
        1    0.000    0.000    0.000    0.000 ops.py:1137(DataSplitter)
        1    0.000    0.000    0.000    0.000 objects.py:46(BaseIndexer)
        1    0.000    0.000    0.000    0.000 base.py:327(SingleDataManager)
       18    0.000    0.000    0.000    0.000 generic.py:408(flags)
        1    0.000    0.000    0.000    0.000 base.py:3784(get_loc)
        1    0.000    0.000    0.000    0.000 core.py:213(<listcomp>)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 __init__.py:627(PyperclipWindowsException)
        8    0.000    0.000    0.000    0.000 config.py:875(inner)
        1    0.000    0.000    0.000    0.000 getlimits.py:33(MachArLike)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        2    0.000    0.000    0.000    0.000 typing.py:389(__or__)
        2    0.000    0.000    0.000    0.000 pathlib.py:38(_ignore_error)
       17    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 domreg.py:1(<module>)
        4    0.000    0.000    0.000    0.000 magic.py:194(mark)
        1    0.000    0.000    0.000    0.000 release.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:445(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 indexing.py:32(GroupByIndexingMixin)
        1    0.000    0.000    0.000    0.000 generic.py:8720(isna)
        1    0.000    0.000    0.000    0.000 sysconfig.py:389(get_makefile_filename)
        1    0.000    0.000    0.000    0.000 routing.py:452(Rule)
        1    0.000    0.000    0.000    0.000 __init__.py:75(<listcomp>)
        1    0.000    0.000    0.000    0.000 module.py:149(ModuleValue)
        1    0.000    0.000    0.000    0.000 iterable.py:276(DictComprehension)
        1    0.000    0.000    0.000    0.000 file_io.py:6(FileIO)
        1    0.000    0.000    0.000    0.000 tree.py:1095(Param)
        1    0.000    0.000    0.000    0.000 prefix.py:10(PrefixPart)
       14    0.000    0.000    0.000    0.000 expatbuilder.py:714(_initNamespaces)
        1    0.000    0.000    0.000    0.000 dimension.py:42(__init__)
        1    0.000    0.000    0.000    0.000 bisearch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:170(PtkHistoryAdapter)
        1    0.000    0.000    0.000    0.000 base.py:35(Clipboard)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:272(SystemAssign)
        1    0.000    0.000    0.000    0.000 prefilter.py:389(EmacsChecker)
        1    0.000    0.000    0.000    0.000 display.py:882(Image)
        1    0.000    0.000    0.000    0.000 utils.py:98(_C)
        1    0.000    0.000    0.000    0.000 __init__.py:143(__getattr__)
