time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,joint_pos_1,joint_pos_2,joint_pos_3,joint_vel_1,joint_vel_2,joint_vel_3,joint_acc_1,joint_acc_2,joint_acc_3
0.13500,0.78045,0.05865,0.41427,0.01001,0.32687,-0.21216,0.51350,-2.25690,-4.10477,0.07501,0.09980,0.06613,0.41551,-0.03945,-0.47131,-2.96132,-3.94005,-2.61075
0.13600,0.78046,0.05898,0.41406,0.01052,0.32461,-0.21626,0.51187,-2.26963,-4.09693,0.07543,0.09976,0.06566,0.41254,-0.04339,-0.47391,-2.97767,-3.93842,-2.59210
0.13700,0.78047,0.05930,0.41384,0.01103,0.32233,-0.22036,0.51016,-2.28228,-4.08893,0.07584,0.09972,0.06518,0.40956,-0.04733,-0.47649,-2.99389,-3.93663,-2.57334
0.13800,0.78048,0.05962,0.41362,0.01154,0.32004,-0.22444,0.50837,-2.29487,-4.08077,0.07624,0.09967,0.06471,0.40656,-0.05126,-0.47906,-3.01000,-3.93468,-2.55447
0.13900,0.78050,0.05994,0.41339,0.01205,0.31774,-0.22852,0.50649,-2.30739,-4.07246,0.07665,0.09961,0.06423,0.40354,-0.05520,-0.48160,-3.02599,-3.93258,-2.53551
0.14000,0.78051,0.06026,0.41316,0.01255,0.31543,-0.23259,0.50454,-2.31984,-4.06399,0.07705,0.09956,0.06374,0.40051,-0.05913,-0.48413,-3.04186,-3.93032,-2.51645
0.14100,0.78052,0.06057,0.41293,0.01306,0.31310,-0.23665,0.50251,-2.33222,-4.05536,0.07745,0.09950,0.06326,0.39746,-0.06306,-0.48663,-3.05762,-3.92791,-2.49729
0.14200,0.78053,0.06088,0.41269,0.01356,0.31077,-0.24070,0.50040,-2.34452,-4.04657,0.07785,0.09943,0.06277,0.39439,-0.06699,-0.48912,-3.07325,-3.92534,-2.47803
0.14300,0.78055,0.06119,0.41244,0.01406,0.30841,-0.24474,0.49822,-2.35676,-4.03763,0.07824,0.09936,0.06228,0.39131,-0.07091,-0.49159,-3.08876,-3.92262,-2.45867
0.14400,0.78056,0.06150,0.41220,0.01455,0.30605,-0.24877,0.49595,-2.36892,-4.02853,0.07863,0.09929,0.06179,0.38821,-0.07483,-0.49404,-3.10414,-3.91974,-2.43921
0.14500,0.78058,0.06181,0.41195,0.01505,0.30368,-0.25280,0.49361,-2.38101,-4.01927,0.07902,0.09921,0.06129,0.38510,-0.07875,-0.49647,-3.11941,-3.91671,-2.41966
0.14600,0.78059,0.06211,0.41169,0.01554,0.30129,-0.25681,0.49120,-2.39303,-4.00986,0.07940,0.09913,0.06079,0.38197,-0.08266,-0.49888,-3.13455,-3.91353,-2.40001
0.14700,0.78061,0.06241,0.41143,0.01603,0.29889,-0.26082,0.48870,-2.40497,-4.00029,0.07978,0.09905,0.06029,0.37883,-0.08658,-0.50127,-3.14957,-3.91018,-2.38027
0.14800,0.78062,0.06271,0.41117,0.01652,0.29648,-0.26481,0.48613,-2.41684,-3.99056,0.08016,0.09896,0.05979,0.37567,-0.09048,-0.50364,-3.16446,-3.90669,-2.36043
0.14900,0.78064,0.06300,0.41090,0.01700,0.29406,-0.26880,0.48348,-2.42863,-3.98068,0.08053,0.09887,0.05929,0.37250,-0.09439,-0.50599,-3.17923,-3.90304,-2.34050
0.15000,0.78066,0.06329,0.41063,0.01749,0.29162,-0.27277,0.48076,-2.44035,-3.97064,0.08090,0.09877,0.05878,0.36932,-0.09829,-0.50832,-3.19387,-3.89924,-2.32048
0.15100,0.78068,0.06359,0.41036,0.01796,0.28918,-0.27674,0.47796,-2.45200,-3.96044,0.08127,0.09867,0.05827,0.36612,-0.10219,-0.51063,-3.20839,-3.89528,-2.30037
0.15200,0.78069,0.06387,0.41008,0.01844,0.28672,-0.28069,0.47509,-2.46357,-3.95009,0.08163,0.09856,0.05776,0.36290,-0.10608,-0.51292,-3.22278,-3.89117,-2.28017
0.15300,0.78071,0.06416,0.40980,0.01891,0.28425,-0.28464,0.47215,-2.47506,-3.93959,0.08200,0.09846,0.05724,0.35967,-0.10997,-0.51519,-3.23704,-3.88690,-2.25987
0.15400,0.78073,0.06444,0.40951,0.01939,0.28177,-0.28857,0.46913,-2.48647,-3.92893,0.08235,0.09834,0.05673,0.35643,-0.11385,-0.51744,-3.25118,-3.88249,-2.23949
0.15500,0.78075,0.06472,0.40922,0.01985,0.27928,-0.29250,0.46604,-2.49781,-3.91811,0.08271,0.09823,0.05621,0.35317,-0.11774,-0.51967,-3.26518,-3.87791,-2.21902
0.15600,0.78077,0.06500,0.40893,0.02032,0.27677,-0.29641,0.46287,-2.50907,-3.90714,0.08306,0.09811,0.05569,0.34990,-0.12161,-0.52188,-3.27906,-3.87319,-2.19846
0.15700,0.78079,0.06528,0.40863,0.02078,0.27426,-0.30031,0.45963,-2.52025,-3.89601,0.08341,0.09799,0.05516,0.34661,-0.12548,-0.52407,-3.29281,-3.86831,-2.17781
0.15800,0.78081,0.06555,0.40832,0.02124,0.27173,-0.30420,0.45632,-2.53135,-3.88473,0.08375,0.09786,0.05464,0.34331,-0.12935,-0.52623,-3.30643,-3.86328,-2.15708
0.15900,0.78084,0.06582,0.40802,0.02169,0.26920,-0.30808,0.45294,-2.54237,-3.87329,0.08409,0.09773,0.05411,0.34000,-0.13321,-0.52838,-3.31992,-3.85810,-2.13626
0.16000,0.78086,0.06609,0.40771,0.02214,0.26665,-0.31195,0.44949,-2.55331,-3.86170,0.08443,0.09759,0.05358,0.33667,-0.13706,-0.53051,-3.33327,-3.85276,-2.11536
0.16100,0.78088,0.06635,0.40739,0.02259,0.26409,-0.31580,0.44597,-2.56416,-3.84996,0.08477,0.09745,0.05305,0.33333,-0.14091,-0.53261,-3.34650,-3.84728,-2.09437
0.16200,0.78090,0.06662,0.40708,0.02303,0.26152,-0.31965,0.44238,-2.57494,-3.83806,0.08510,0.09731,0.05252,0.32998,-0.14476,-0.53470,-3.35959,-3.84164,-2.07331
0.16300,0.78093,0.06688,0.40676,0.02348,0.25894,-0.32348,0.43873,-2.58564,-3.82601,0.08543,0.09716,0.05198,0.32661,-0.14860,-0.53676,-3.37255,-3.83585,-2.05216
0.16400,0.78095,0.06713,0.40643,0.02391,0.25635,-0.32730,0.43500,-2.59625,-3.81380,0.08575,0.09701,0.05144,0.32323,-0.15243,-0.53880,-3.38538,-3.82991,-2.03093
0.16500,0.78097,0.06739,0.40610,0.02435,0.25375,-0.33111,0.43120,-2.60678,-3.80145,0.08607,0.09686,0.05090,0.31984,-0.15626,-0.54082,-3.39807,-3.82381,-2.00961
0.16600,0.78100,0.06764,0.40577,0.02477,0.25114,-0.33490,0.42734,-2.61722,-3.78894,0.08639,0.09670,0.05036,0.31644,-0.16008,-0.54282,-3.41063,-3.81757,-1.98822
0.16700,0.78102,0.06789,0.40543,0.02520,0.24851,-0.33868,0.42341,-2.62758,-3.77627,0.08671,0.09654,0.04982,0.31302,-0.16389,-0.54480,-3.42306,-3.81117,-1.96676
0.16800,0.78105,0.06814,0.40509,0.02562,0.24588,-0.34245,0.41942,-2.63786,-3.76346,0.08702,0.09637,0.04927,0.30959,-0.16770,-0.54675,-3.43535,-3.80463,-1.94521
0.16900,0.78107,0.06838,0.40475,0.02604,0.24324,-0.34621,0.41536,-2.64805,-3.75049,0.08733,0.09620,0.04873,0.30615,-0.17150,-0.54869,-3.44750,-3.79793,-1.92359
0.17000,0.78110,0.06862,0.40440,0.02645,0.24058,-0.34996,0.41123,-2.65815,-3.73737,0.08763,0.09603,0.04818,0.30269,-0.17530,-0.55060,-3.45952,-3.79109,-1.90189
0.17100,0.78113,0.06886,0.40405,0.02686,0.23792,-0.35369,0.40704,-2.66817,-3.72410,0.08793,0.09585,0.04762,0.29923,-0.17908,-0.55249,-3.47140,-3.78409,-1.88011
0.17200,0.78115,0.06910,0.40369,0.02727,0.23525,-0.35740,0.40279,-2.67810,-3.71068,0.08823,0.09567,0.04707,0.29575,-0.18286,-0.55436,-3.48315,-3.77695,-1.85826
0.17300,0.78118,0.06933,0.40333,0.02767,0.23256,-0.36111,0.39848,-2.68794,-3.69711,0.08852,0.09549,0.04652,0.29226,-0.18664,-0.55621,-3.49475,-3.76965,-1.83634
0.17400,0.78121,0.06957,0.40297,0.02806,0.22987,-0.36480,0.39410,-2.69769,-3.68339,0.08881,0.09530,0.04596,0.28876,-0.19040,-0.55803,-3.50622,-3.76221,-1.81435
0.17500,0.78124,0.06979,0.40260,0.02845,0.22717,-0.36847,0.38966,-2.70735,-3.66952,0.08910,0.09511,0.04540,0.28525,-0.19416,-0.55984,-3.51755,-3.75462,-1.79228
0.17600,0.78127,0.07002,0.40223,0.02884,0.22446,-0.37214,0.38516,-2.71693,-3.65550,0.08938,0.09491,0.04484,0.28173,-0.19791,-0.56162,-3.52874,-3.74688,-1.77015
0.17700,0.78130,0.07024,0.40186,0.02923,0.22174,-0.37579,0.38060,-2.72641,-3.64132,0.08966,0.09471,0.04428,0.27819,-0.20165,-0.56338,-3.53980,-3.73899,-1.74794
0.17800,0.78132,0.07046,0.40148,0.02960,0.21900,-0.37942,0.37598,-2.73580,-3.62700,0.08994,0.09451,0.04371,0.27465,-0.20539,-0.56511,-3.55071,-3.73096,-1.72566
0.17900,0.78135,0.07068,0.40110,0.02998,0.21626,-0.38304,0.37130,-2.74510,-3.61254,0.09021,0.09430,0.04315,0.27109,-0.20912,-0.56683,-3.56148,-3.72278,-1.70332
0.18000,0.78138,0.07090,0.40071,0.03035,0.21351,-0.38664,0.36657,-2.75431,-3.59792,0.09048,0.09409,0.04258,0.26753,-0.21284,-0.56852,-3.57211,-3.71445,-1.68091
0.18100,0.78142,0.07111,0.40033,0.03071,0.21076,-0.39024,0.36178,-2.76343,-3.58315,0.09075,0.09387,0.04201,0.26395,-0.21655,-0.57019,-3.58260,-3.70597,-1.65843
0.18200,0.78145,0.07132,0.39993,0.03107,0.20799,-0.39381,0.35693,-2.77245,-3.56824,0.09101,0.09365,0.04144,0.26036,-0.22025,-0.57184,-3.59295,-3.69735,-1.63589
0.18300,0.78148,0.07152,0.39954,0.03142,0.20521,-0.39737,0.35202,-2.78138,-3.55318,0.09127,0.09343,0.04086,0.25676,-0.22394,-0.57346,-3.60316,-3.68858,-1.61328
0.18400,0.78151,0.07173,0.39914,0.03177,0.20242,-0.40092,0.34706,-2.79021,-3.53797,0.09152,0.09321,0.04029,0.25315,-0.22762,-0.57506,-3.61323,-3.67967,-1.59061
0.18500,0.78154,0.07193,0.39874,0.03212,0.19963,-0.40445,0.34205,-2.79895,-3.52262,0.09178,0.09298,0.03971,0.24954,-0.23130,-0.57664,-3.62315,-3.67061,-1.56788
0.18600,0.78157,0.07213,0.39833,0.03246,0.19683,-0.40796,0.33698,-2.80759,-3.50712,0.09202,0.09274,0.03914,0.24591,-0.23497,-0.57820,-3.63293,-3.66141,-1.54508
0.18700,0.78161,0.07232,0.39792,0.03279,0.19401,-0.41146,0.33186,-2.81613,-3.49148,0.09227,0.09251,0.03856,0.24227,-0.23862,-0.57973,-3.64257,-3.65206,-1.52222
0.18800,0.78164,0.07251,0.39751,0.03312,0.19119,-0.41495,0.32669,-2.82458,-3.47569,0.09251,0.09227,0.03798,0.23862,-0.24227,-0.58124,-3.65206,-3.64257,-1.49931
0.18900,0.78167,0.07270,0.39709,0.03345,0.18837,-0.41841,0.32147,-2.83293,-3.45975,0.09274,0.09202,0.03740,0.23497,-0.24591,-0.58273,-3.66141,-3.63293,-1.47633
0.19000,0.78171,0.07289,0.39667,0.03376,0.18553,-0.42186,0.31619,-2.84118,-3.44368,0.09298,0.09178,0.03681,0.23130,-0.24954,-0.58420,-3.67061,-3.62315,-1.45330
0.19100,0.78174,0.07308,0.39625,0.03408,0.18268,-0.42530,0.31087,-2.84933,-3.42745,0.09321,0.09152,0.03623,0.22762,-0.25315,-0.58564,-3.67967,-3.61323,-1.43021
0.19200,0.78177,0.07326,0.39582,0.03439,0.17983,-0.42872,0.30550,-2.85738,-3.41109,0.09343,0.09127,0.03564,0.22394,-0.25676,-0.58706,-3.68858,-3.60316,-1.40706
0.19300,0.78181,0.07344,0.39539,0.03469,0.17697,-0.43212,0.30008,-2.86533,-3.39458,0.09365,0.09101,0.03505,0.22025,-0.26036,-0.58845,-3.69735,-3.59295,-1.38385
0.19400,0.78184,0.07361,0.39496,0.03499,0.17410,-0.43551,0.29461,-2.87318,-3.37793,0.09387,0.09075,0.03446,0.21655,-0.26395,-0.58982,-3.70597,-3.58260,-1.36060
0.19500,0.78188,0.07378,0.39452,0.03528,0.17122,-0.43888,0.28910,-2.88093,-3.36114,0.09409,0.09048,0.03387,0.21284,-0.26753,-0.59117,-3.71445,-3.57211,-1.33728
0.19600,0.78191,0.07395,0.39408,0.03556,0.16834,-0.44223,0.28354,-2.88858,-3.34420,0.09430,0.09021,0.03328,0.20912,-0.27109,-0.59250,-3.72278,-3.56148,-1.31392
0.19700,0.78195,0.07412,0.39363,0.03584,0.16545,-0.44557,0.27794,-2.89612,-3.32713,0.09451,0.08994,0.03269,0.20539,-0.27465,-0.59380,-3.73096,-3.55071,-1.29050
0.19800,0.78199,0.07428,0.39319,0.03612,0.16255,-0.44889,0.27230,-2.90356,-3.30991,0.09471,0.08966,0.03209,0.20165,-0.27819,-0.59508,-3.73899,-3.53980,-1.26703
0.19900,0.78202,0.07445,0.39274,0.03639,0.15964,-0.45219,0.26661,-2.91090,-3.29256,0.09491,0.08938,0.03150,0.19791,-0.28173,-0.59633,-3.74688,-3.52874,-1.24352
0.20000,0.78206,0.07460,0.39228,0.03665,0.15672,-0.45547,0.26088,-2.91813,-3.27506,0.09511,0.08910,0.03090,0.19416,-0.28525,-0.59757,-3.75462,-3.51755,-1.21995
0.20100,0.78210,0.07476,0.39182,0.03691,0.15380,-0.45874,0.25511,-2.92525,-3.25743,0.09530,0.08881,0.03030,0.19040,-0.28876,-0.59877,-3.76221,-3.50622,-1.19634
0.20200,0.78213,0.07491,0.39136,0.03716,0.15087,-0.46199,0.24930,-2.93227,-3.23966,0.09549,0.08852,0.02970,0.18664,-0.29226,-0.59996,-3.76965,-3.49475,-1.17267
0.20300,0.78217,0.07506,0.39090,0.03741,0.14794,-0.46522,0.24345,-2.93918,-3.22175,0.09567,0.08823,0.02910,0.18286,-0.29575,-0.60112,-3.77695,-3.48315,-1.14896
0.20400,0.78221,0.07521,0.39043,0.03765,0.14499,-0.46843,0.23756,-2.94599,-3.20370,0.09585,0.08793,0.02850,0.17908,-0.29923,-0.60226,-3.78409,-3.47140,-1.12521
0.20500,0.78224,0.07535,0.38996,0.03789,0.14205,-0.47162,0.23163,-2.95268,-3.18552,0.09603,0.08763,0.02790,0.17530,-0.30269,-0.60337,-3.79109,-3.45952,-1.10141
0.20600,0.78228,0.07549,0.38949,0.03811,0.13909,-0.47480,0.22567,-2.95927,-3.16720,0.09620,0.08733,0.02730,0.17150,-0.30615,-0.60446,-3.79793,-3.44750,-1.07757
0.20700,0.78232,0.07563,0.38901,0.03834,0.13613,-0.47796,0.21967,-2.96575,-3.14875,0.09637,0.08702,0.02669,0.16770,-0.30959,-0.60553,-3.80463,-3.43535,-1.05369
0.20800,0.78236,0.07576,0.38853,0.03855,0.13316,-0.48110,0.21364,-2.97212,-3.13016,0.09654,0.08671,0.02608,0.16389,-0.31302,-0.60657,-3.81117,-3.42306,-1.02976
0.20900,0.78240,0.07589,0.38805,0.03876,0.13018,-0.48422,0.20758,-2.97837,-3.11143,0.09670,0.08639,0.02548,0.16008,-0.31644,-0.60758,-3.81757,-3.41063,-1.00579
0.21000,0.78244,0.07602,0.38757,0.03897,0.12720,-0.48732,0.20148,-2.98452,-3.09258,0.09686,0.08607,0.02487,0.15626,-0.31984,-0.60858,-3.82381,-3.39807,-0.98179
0.21100,0.78248,0.07615,0.38708,0.03917,0.12421,-0.49040,0.19535,-2.99056,-3.07359,0.09701,0.08575,0.02426,0.15243,-0.32323,-0.60955,-3.82991,-3.38538,-0.95774
0.21200,0.78252,0.07627,0.38659,0.03936,0.12122,-0.49347,0.18919,-2.99648,-3.05447,0.09716,0.08543,0.02365,0.14860,-0.32661,-0.61049,-3.83585,-3.37255,-0.93366
0.21300,0.78255,0.07639,0.38609,0.03954,0.11822,-0.49651,0.18299,-3.00229,-3.03521,0.09731,0.08510,0.02304,0.14476,-0.32998,-0.61142,-3.84164,-3.35959,-0.90954
0.21400,0.78259,0.07651,0.38559,0.03972,0.11522,-0.49954,0.17677,-3.00798,-3.01583,0.09745,0.08477,0.02243,0.14091,-0.33333,-0.61231,-3.84728,-3.34650,-0.88539
0.21500,0.78263,0.07662,0.38509,0.03990,0.11220,-0.50254,0.17053,-3.01356,-2.99632,0.09759,0.08443,0.02181,0.13706,-0.33667,-0.61319,-3.85276,-3.33327,-0.86119
0.21600,0.78267,0.07673,0.38459,0.04007,0.10919,-0.50553,0.16425,-3.01903,-2.97667,0.09773,0.08409,0.02120,0.13321,-0.34000,-0.61404,-3.85810,-3.31992,-0.83697
0.21700,0.78271,0.07684,0.38408,0.04023,0.10617,-0.50850,0.15795,-3.02438,-2.95690,0.09786,0.08375,0.02059,0.12935,-0.34331,-0.61486,-3.86328,-3.30643,-0.81271
0.21800,0.78275,0.07695,0.38357,0.04038,0.10314,-0.51144,0.15162,-3.02961,-2.93700,0.09799,0.08341,0.01997,0.12548,-0.34661,-0.61566,-3.86831,-3.29281,-0.78842
0.21900,0.78279,0.07705,0.38306,0.04053,0.10011,-0.51437,0.14527,-3.03473,-2.91697,0.09811,0.08306,0.01935,0.12161,-0.34990,-0.61644,-3.87319,-3.27906,-0.76410
0.22000,0.78284,0.07715,0.38254,0.04067,0.09707,-0.51728,0.13890,-3.03973,-2.89681,0.09823,0.08271,0.01874,0.11774,-0.35317,-0.61719,-3.87791,-3.26518,-0.73975
0.22100,0.78288,0.07724,0.38202,0.04081,0.09403,-0.52016,0.13251,-3.04462,-2.87653,0.09834,0.08235,0.01812,0.11385,-0.35643,-0.61792,-3.88249,-3.25118,-0.71537
0.22200,0.78292,0.07733,0.38150,0.04094,0.09098,-0.52303,0.12609,-3.04938,-2.85613,0.09846,0.08200,0.01750,0.10997,-0.35967,-0.61862,-3.88690,-3.23704,-0.69096
0.22300,0.78296,0.07742,0.38098,0.04106,0.08793,-0.52588,0.11965,-3.05403,-2.83559,0.09856,0.08163,0.01688,0.10608,-0.36290,-0.61930,-3.89117,-3.22278,-0.66653
0.22400,0.78300,0.07751,0.38045,0.04118,0.08487,-0.52870,0.11320,-3.05855,-2.81494,0.09867,0.08127,0.01626,0.10219,-0.36612,-0.61995,-3.89528,-3.20839,-0.64207
0.22500,0.78304,0.07759,0.37992,0.04129,0.08181,-0.53151,0.10672,-3.06296,-2.79416,0.09877,0.08090,0.01564,0.09829,-0.36932,-0.62058,-3.89924,-3.19387,-0.61758
0.22600,0.78308,0.07767,0.37939,0.04139,0.07875,-0.53429,0.10023,-3.06724,-2.77326,0.09887,0.08053,0.01502,0.09439,-0.37250,-0.62119,-3.90304,-3.17923,-0.59307
0.22700,0.78312,0.07775,0.37885,0.04149,0.07568,-0.53705,0.09372,-3.07140,-2.75224,0.09896,0.08016,0.01440,0.09048,-0.37567,-0.62177,-3.90669,-3.16446,-0.56853
0.22800,0.78316,0.07782,0.37831,0.04158,0.07260,-0.53979,0.08720,-3.07545,-2.73109,0.09905,0.07978,0.01378,0.08658,-0.37883,-0.62233,-3.91018,-3.14957,-0.54397
0.22900,0.78321,0.07790,0.37777,0.04166,0.06953,-0.54251,0.08066,-3.07936,-2.70983,0.09913,0.07940,0.01316,0.08266,-0.38197,-0.62286,-3.91353,-3.13455,-0.51940
0.23000,0.78325,0.07796,0.37723,0.04174,0.06645,-0.54521,0.07411,-3.08316,-2.68845,0.09921,0.07902,0.01253,0.07875,-0.38510,-0.62336,-3.91671,-3.11941,-0.49480
0.23100,0.78329,0.07803,0.37668,0.04181,0.06336,-0.54789,0.06755,-3.08683,-2.66695,0.09929,0.07863,0.01191,0.07483,-0.38821,-0.62385,-3.91974,-3.10414,-0.47018
0.23200,0.78333,0.07809,0.37613,0.04187,0.06027,-0.55055,0.06098,-3.09038,-2.64533,0.09936,0.07824,0.01129,0.07091,-0.39131,-0.62430,-3.92262,-3.08876,-0.44554
0.23300,0.78337,0.07815,0.37558,0.04193,0.05718,-0.55318,0.05439,-3.09380,-2.62359,0.09943,0.07785,0.01066,0.06699,-0.39439,-0.62474,-3.92534,-3.07325,-0.42088
0.23400,0.78342,0.07820,0.37503,0.04198,0.05408,-0.55580,0.04780,-3.09710,-2.60174,0.09950,0.07745,0.01004,0.06306,-0.39746,-0.62515,-3.92791,-3.05762,-0.39621
0.23500,0.78346,0.07826,0.37447,0.04203,0.05099,-0.55839,0.04120,-3.10027,-2.57978,0.09956,0.07705,0.00941,0.05913,-0.40051,-0.62553,-3.93032,-3.04186,-0.37152
0.23600,0.78350,0.07831,0.37391,0.04207,0.04788,-0.56095,0.03459,-3.10332,-2.55770,0.09961,0.07665,0.00879,0.05520,-0.40354,-0.62589,-3.93258,-3.02599,-0.34682
0.23700,0.78354,0.07835,0.37335,0.04210,0.04478,-0.56350,0.02798,-3.10624,-2.53550,0.09967,0.07624,0.00816,0.05126,-0.40656,-0.62622,-3.93468,-3.01000,-0.32211
0.23800,0.78358,0.07840,0.37278,0.04212,0.04167,-0.56603,0.02136,-3.10903,-2.51320,0.09972,0.07584,0.00753,0.04733,-0.40956,-0.62653,-3.93663,-2.99389,-0.29738
0.23900,0.78363,0.07844,0.37221,0.04214,0.03856,-0.56853,0.01474,-3.11170,-2.49078,0.09976,0.07543,0.00691,0.04339,-0.41254,-0.62682,-3.93842,-2.97767,-0.27264
0.24000,0.78367,0.07847,0.37164,0.04215,0.03545,-0.57101,0.00811,-3.11424,-2.46825,0.09980,0.07501,0.00628,0.03945,-0.41551,-0.62708,-3.94005,-2.96132,-0.24789
0.24100,0.78371,0.07851,0.37107,0.04216,0.03233,-0.57346,0.00148,-3.11664,-2.44562,0.09984,0.07459,0.00565,0.03551,-0.41847,-0.62731,-3.94153,-2.94486,-0.22313
0.24200,0.78375,0.07854,0.37050,0.04215,0.02922,-0.57590,-0.00515,-3.11892,-2.42287,0.09987,0.07417,0.00502,0.03157,-0.42140,-0.62752,-3.94286,-2.92828,-0.19836
0.24300,0.78379,0.07857,0.36992,0.04214,0.02610,-0.57831,-0.01177,-3.12107,-2.40001,0.09990,0.07375,0.00440,0.02763,-0.42432,-0.62771,-3.94402,-2.91159,-0.17358
0.24400,0.78376,0.07858,0.36930,0.04213,0.02297,-0.58070,-0.01840,-3.12309,-2.37705,0.09993,0.07333,0.00377,0.02368,-0.42723,-0.62787,-3.94504,-2.89478,-0.14879
0.24500,0.78380,0.07860,0.36872,0.04211,0.01985,-0.58306,-0.02503,-3.12498,-2.35399,0.09995,0.07290,0.00314,0.01974,-0.43011,-0.62801,-3.94589,-2.87785,-0.12400
0.24600,0.78392,0.07863,0.36817,0.04208,0.01672,-0.58541,-0.03165,-3.12674,-2.33081,0.09997,0.07247,0.00251,0.01579,-0.43298,-0.62812,-3.94659,-2.86082,-0.09921
0.24700,0.78396,0.07864,0.36759,0.04204,0.01360,-0.58773,-0.03827,-3.12836,-2.30754,0.09998,0.07203,0.00188,0.01184,-0.43584,-0.62821,-3.94714,-2.84367,-0.07441
0.24800,0.78393,0.07865,0.36696,0.04200,0.01047,-0.59002,-0.04488,-3.12986,-2.28416,0.09999,0.07159,0.00126,0.00790,-0.43867,-0.62827,-3.94753,-2.82640,-0.04961
0.24900,0.78397,0.07866,0.36637,0.04196,0.00734,-0.59229,-0.05149,-3.13122,-2.26067,0.10000,0.07115,0.00063,0.00395,-0.44149,-0.62831,-3.94776,-2.80903,-0.02480
0.25000,0.78401,0.07866,0.36577,0.04190,0.00420,-0.59454,-0.05808,-3.13245,-2.23709,0.10000,0.07071,0.00000,0.00000,-0.44429,-0.62832,-3.94784,-2.79155,-0.00000
0.25100,0.78413,0.07867,0.36522,0.04184,0.00107,-0.59677,-0.06468,-3.13355,-2.21341,0.10000,0.07026,-0.00063,-0.00395,-0.44707,-0.62831,-3.94776,-2.77395,0.02480
0.25200,0.78417,0.07867,0.36462,0.04177,-0.00206,-0.59897,-0.07126,-3.13451,-2.18962,0.09999,0.06982,-0.00126,-0.00790,-0.44984,-0.62827,-3.94753,-2.75625,0.04961
0.25300,0.78421,0.07867,0.36402,0.04170,-0.00520,-0.60115,-0.07783,-3.13534,-2.16574,0.09998,0.06937,-0.00188,-0.01184,-0.45258,-0.62821,-3.94714,-2.73843,0.07441
0.25400,0.78418,0.07865,0.36338,0.04162,-0.00833,-0.60330,-0.08439,-3.13603,-2.14176,0.09997,0.06891,-0.00251,-0.01579,-0.45531,-0.62812,-3.94659,-2.72051,0.09921
0.25500,0.78422,0.07864,0.36277,0.04153,-0.01147,-0.60543,-0.09093,-3.13659,-2.11769,0.09995,0.06845,-0.00314,-0.01974,-0.45802,-0.62801,-3.94589,-2.70248,0.12400
0.25600,0.78434,0.07864,0.36221,0.04143,-0.01461,-0.60754,-0.09747,-3.13702,-2.09352,0.09993,0.06800,-0.00377,-0.02368,-0.46072,-0.62787,-3.94504,-2.68435,0.14879
0.25700,0.78438,0.07862,0.36160,0.04133,-0.01774,-0.60962,-0.10399,-3.13731,-2.06925,0.09990,0.06753,-0.00440,-0.02763,-0.46339,-0.62771,-3.94402,-2.66611,0.17358
0.25800,0.78442,0.07860,0.36099,0.04123,-0.02088,-0.61167,-0.11049,-3.13746,-2.04489,0.09987,0.06707,-0.00502,-0.03157,-0.46605,-0.62752,-3.94286,-2.64776,0.19836
0.25900,0.78446,0.07858,0.36038,0.04111,-0.02402,-0.61371,-0.11698,-3.13748,-2.02044,0.09984,0.06660,-0.00565,-0.03551,-0.46869,-0.62731,-3.94153,-2.62931,0.22313
0.26000,0.78450,0.07856,0.35976,0.04099,-0.02716,-0.61572,-0.12344,-3.13736,-1.99590,0.09980,0.06613,-0.00628,-0.03945,-0.47131,-0.62708,-3.94005,-2.61075,0.24789
0.26100,0.78454,0.07853,0.35914,0.04086,-0.03029,-0.61770,-0.12990,-3.13711,-1.97127,0.09976,0.06566,-0.00691,-0.04339,-0.47391,-0.62682,-3.93842,-2.59210,0.27264
0.26200,0.78459,0.07850,0.35853,0.04073,-0.03343,-0.61966,-0.13633,-3.13671,-1.94655,0.09972,0.06518,-0.00753,-0.04733,-0.47649,-0.62653,-3.93663,-2.57334,0.29738
0.26300,0.78463,0.07846,0.35791,0.04059,-0.03657,-0.62159,-0.14274,-3.13618,-1.92175,0.09967,0.06471,-0.00816,-0.05126,-0.47906,-0.62622,-3.93468,-2.55447,0.32211
0.26400,0.78467,0.07842,0.35728,0.04045,-0.03970,-0.62350,-0.14913,-3.13552,-1.89685,0.09961,0.06423,-0.00879,-0.05520,-0.48160,-0.62589,-3.93258,-2.53551,0.34682
0.26500,0.78471,0.07838,0.35666,0.04029,-0.04284,-0.62539,-0.15549,-3.13471,-1.87187,0.09956,0.06374,-0.00941,-0.05913,-0.48413,-0.62553,-3.93032,-2.51645,0.37152
0.26600,0.78475,0.07834,0.35603,0.04014,-0.04597,-0.62725,-0.16184,-3.13377,-1.84681,0.09950,0.06326,-0.01004,-0.06306,-0.48663,-0.62515,-3.92791,-2.49729,0.39621
0.26700,0.78479,0.07829,0.35540,0.03997,-0.04911,-0.62908,-0.16815,-3.13269,-1.82166,0.09943,0.06277,-0.01066,-0.06699,-0.48912,-0.62474,-3.92534,-2.47803,0.42088
0.26800,0.78483,0.07824,0.35477,0.03980,-0.05224,-0.63089,-0.17445,-3.13147,-1.79643,0.09936,0.06228,-0.01129,-0.07091,-0.49159,-0.62430,-3.92262,-2.45867,0.44554
